Date,Product Name,Symbol,Open,High,Low,Close,Volume
2022-02-23,Soybeans Future (front month) (May),ZSK2,1636.25,1675.0,1636.0,1671.0,166301.0
2022-02-24,Soybeans Future (front month) (May),ZSK2,1671.0,1759.25,1648.25,1654.0,234273.0
2022-02-25,Soybeans Future (front month) (May),ZSK2,1654.0,1670.0,1579.0,1584.5,173833.0
2022-02-28,Soybeans Future (front month) (May),ZSK2,1629.5,1655.0,1613.0,1636.75,122901.0
2022-03-01,Soybeans Future (front month) (May),ZSK2,1641.5,1697.5,1641.5,1690.0,108758.0
2022-03-02,Soybeans Future (front month) (May),ZSK2,1694.0,1697.0,1650.25,1663.0,111268.0
2022-03-03,Soybeans Future (front month) (May),ZSK2,1669.75,1699.0,1665.5,1667.75,101002.0
2022-03-04,Soybeans Future (front month) (May),ZSK2,1673.75,1688.5,1634.5,1660.5,95910.0
2022-03-07,Soybeans Future (front month) (May),ZSK2,1686.75,1696.75,1654.5,1659.5,82378.0
2022-03-08,Soybeans Future (front month) (May),ZSK2,1660.0,1706.5,1649.75,1689.75,110023.0
2022-03-09,Soybeans Future (front month) (May),ZSK2,1693.0,1734.0,1669.5,1671.75,116468.0
2022-03-10,Soybeans Future (front month) (May),ZSK2,1675.5,1702.0,1661.5,1686.25,104946.0
2022-03-11,Soybeans Future (front month) (May),ZSK2,1689.25,1695.75,1665.25,1676.0,90790.0
2022-03-14,Soybeans Future (front month) (May),ZSK2,1692.0,1697.75,1667.0,1670.5,73458.0
2022-03-15,Soybeans Future (front month) (May),ZSK2,1674.0,1674.0,1638.0,1658.75,70449.0
2022-03-16,Soybeans Future (front month) (May),ZSK2,1661.0,1681.25,1645.25,1649.25,65232.0
2022-03-17,Soybeans Future (front month) (May),ZSK2,1649.25,1677.5,1647.25,1668.5,74317.0
2022-03-18,Soybeans Future (front month) (May),ZSK2,1669.75,1689.0,1651.5,1668.0,67110.0
2022-03-21,Soybeans Future (front month) (May),ZSK2,1673.0,1710.0,1666.75,1691.0,82394.0
2022-03-22,Soybeans Future (front month) (May),ZSK2,1692.75,1720.75,1686.0,1696.5,80750.0
2022-03-23,Soybeans Future (front month) (May),ZSK2,1695.5,1736.5,1691.0,1718.75,75495.0
2022-03-24,Soybeans Future (front month) (May),ZSK2,1722.25,1730.0,1697.5,1700.75,72414.0
2022-03-25,Soybeans Future (front month) (May),ZSK2,1702.0,1714.25,1684.75,1710.25,64501.0
2022-02-23,Soybeans Future (second month) (July),ZSN2,1631.75,1665.25,1631.0,1660.0,61854.0
2022-02-24,Soybeans Future (second month) (July),ZSN2,1659.0,1741.0,1632.0,1636.75,87162.0
2022-02-25,Soybeans Future (second month) (July),ZSN2,1637.0,1657.5,1568.75,1573.25,66219.0
2022-02-28,Soybeans Future (second month) (July),ZSN2,1615.25,1639.0,1599.75,1616.5,45291.0
2022-03-01,Soybeans Future (second month) (July),ZSN2,1621.25,1672.25,1621.0,1662.75,46824.0
2022-03-02,Soybeans Future (second month) (July),ZSN2,1665.0,1668.75,1623.0,1634.0,38411.0
2022-03-03,Soybeans Future (second month) (July),ZSN2,1641.0,1664.25,1629.75,1632.75,40129.0
2022-03-04,Soybeans Future (second month) (July),ZSN2,1640.0,1655.5,1607.5,1633.0,49968.0
2022-03-07,Soybeans Future (second month) (July),ZSN2,1656.25,1669.0,1622.5,1634.0,39799.0
2022-03-08,Soybeans Future (second month) (July),ZSN2,1633.5,1668.0,1623.25,1655.75,43941.0
2022-03-09,Soybeans Future (second month) (July),ZSN2,1655.0,1689.5,1639.75,1643.25,40735.0
2022-03-10,Soybeans Future (second month) (July),ZSN2,1645.0,1673.75,1634.25,1659.5,41491.0
2022-03-11,Soybeans Future (second month) (July),ZSN2,1661.75,1667.5,1636.75,1651.25,37505.0
2022-03-14,Soybeans Future (second month) (July),ZSN2,1665.0,1670.0,1641.0,1646.75,25676.0
2022-03-15,Soybeans Future (second month) (July),ZSN2,1649.75,1650.0,1616.0,1635.75,27205.0
2022-03-16,Soybeans Future (second month) (July),ZSN2,1637.25,1656.25,1622.25,1626.0,26542.0
